ID,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate,location_year
4442,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, adult charged per 100,000 population aged 18 years and over",3.53,2022_Ottawa-Gatineau
4443,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, adult charged per 100,000 population aged 18 years and over",4.75,2023_Ottawa-Gatineau
4455,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.22,2013_Ottawa-Gatineau
4456,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2014_Ottawa-Gatineau
4457,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2015_Ottawa-Gatineau
4458,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.09,2016_Ottawa-Gatineau
4459,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.08,2017_Ottawa-Gatineau
4460,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2018_Ottawa-Gatineau
4461,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2019_Ottawa-Gatineau
4462,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.0,2020_Ottawa-Gatineau
4463,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2021_Ottawa-Gatineau
4464,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2022_Ottawa-Gatineau
4465,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.9,2023_Ottawa-Gatineau
4477,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",11.1,2013_Ottawa-Gatineau
4478,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.86,2014_Ottawa-Gatineau
4479,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",15.75,2015_Ottawa-Gatineau
4480,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",16.36,2016_Ottawa-Gatineau
4481,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",26.91,2017_Ottawa-Gatineau
4482,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",29.68,2018_Ottawa-Gatineau
4483,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",25.79,2019_Ottawa-Gatineau
4484,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",30.04,2020_Ottawa-Gatineau
4485,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",5.73,2021_Ottawa-Gatineau
4486,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",13.05,2022_Ottawa-Gatineau
4487,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Indecent/Harassing communications ,1626,"Rate, youth not charged per 100,000 population aged 12 to 17 years",14.48,2023_Ottawa-Gatineau
5247,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",3.02,2013_Ottawa-Gatineau
5248,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",2.3,2014_Ottawa-Gatineau
5249,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",1.37,2015_Ottawa-Gatineau
5250,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.81,2016_Ottawa-Gatineau
5251,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.58,2017_Ottawa-Gatineau
5252,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",2.06,2018_Ottawa-Gatineau
5253,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.7,2019_Ottawa-Gatineau
5254,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.48,2020_Ottawa-Gatineau
5255,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.33,2021_Ottawa-Gatineau
5256,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.77,2022_Ottawa-Gatineau
5257,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate per 100,000 population",0.56,2023_Ottawa-Gatineau
5346,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",1.61,2013_Ottawa-Gatineau
5347,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",2.3,2014_Ottawa-Gatineau
5348,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.79,2015_Ottawa-Gatineau
5349,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.51,2016_Ottawa-Gatineau
5350,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.5,2017_Ottawa-Gatineau
5351,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",1.72,2018_Ottawa-Gatineau
5352,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.64,2019_Ottawa-Gatineau
5353,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.39,2020_Ottawa-Gatineau
5354,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.23,2021_Ottawa-Gatineau
5355,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.81,2022_Ottawa-Gatineau
5356,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, total persons charged per 100,000 population aged 12 years and over",0.5,2023_Ottawa-Gatineau
5368,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",1.56,2013_Ottawa-Gatineau
5369,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",2.21,2014_Ottawa-Gatineau
5370,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.86,2015_Ottawa-Gatineau
5371,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.56,2016_Ottawa-Gatineau
5372,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.45,2017_Ottawa-Gatineau
5373,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",1.87,2018_Ottawa-Gatineau
5374,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.7,2019_Ottawa-Gatineau
5375,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.43,2020_Ottawa-Gatineau
5376,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.25,2021_Ottawa-Gatineau
5377,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.8,2022_Ottawa-Gatineau
5378,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, adult charged per 100,000 population aged 18 years and over",0.54,2023_Ottawa-Gatineau
5390,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",2.22,2013_Ottawa-Gatineau
5391,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",3.37,2014_Ottawa-Gatineau
5392,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2015_Ottawa-Gatineau
5393,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2016_Ottawa-Gatineau
5394,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.08,2017_Ottawa-Gatineau
5395,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2018_Ottawa-Gatineau
5396,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2019_Ottawa-Gatineau
5397,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2020_Ottawa-Gatineau
5398,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2021_Ottawa-Gatineau
5399,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.93,2022_Ottawa-Gatineau
5400,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2023_Ottawa-Gatineau
5412,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2013_Ottawa-Gatineau
5413,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2014_Ottawa-Gatineau
5414,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2015_Ottawa-Gatineau
5415,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2016_Ottawa-Gatineau
5416,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2017_Ottawa-Gatineau
5417,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.24,2018_Ottawa-Gatineau
5418,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2019_Ottawa-Gatineau
5419,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2020_Ottawa-Gatineau
5420,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2021_Ottawa-Gatineau
5421,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.93,2022_Ottawa-Gatineau
5422,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,Counterfeiting ,3420,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0,2023_Ottawa-Gatineau
5621,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",5.8,2013_Ottawa-Gatineau
5622,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",6.98,2014_Ottawa-Gatineau
5623,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",4.95,2015_Ottawa-Gatineau
5624,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",6.36,2016_Ottawa-Gatineau
5625,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",4.86,2017_Ottawa-Gatineau
5626,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",2.28,2018_Ottawa-Gatineau
5627,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",4.81,2019_Ottawa-Gatineau
5628,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",2.26,2020_Ottawa-Gatineau
5629,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",3.21,2021_Ottawa-Gatineau
5630,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",4.13,2022_Ottawa-Gatineau
5631,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate per 100,000 population",7.2,2023_Ottawa-Gatineau
5720,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",2.5,2013_Ottawa-Gatineau
5721,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.24,2014_Ottawa-Gatineau
5722,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.32,2015_Ottawa-Gatineau
5723,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.88,2016_Ottawa-Gatineau
5724,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.26,2017_Ottawa-Gatineau
5725,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",0.82,2018_Ottawa-Gatineau
5726,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.28,2019_Ottawa-Gatineau
5727,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",0.87,2020_Ottawa-Gatineau
5728,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",0.23,2021_Ottawa-Gatineau
5729,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",0.37,2022_Ottawa-Gatineau
5730,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, total persons charged per 100,000 population aged 12 years and over",1.58,2023_Ottawa-Gatineau
5742,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",2.72,2013_Ottawa-Gatineau
5743,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.35,2014_Ottawa-Gatineau
5744,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.05,2015_Ottawa-Gatineau
5745,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.95,2016_Ottawa-Gatineau
5746,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.09,2017_Ottawa-Gatineau
5747,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",0.8,2018_Ottawa-Gatineau
5748,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.39,2019_Ottawa-Gatineau
5749,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",0.85,2020_Ottawa-Gatineau
5750,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",0.25,2021_Ottawa-Gatineau
5751,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",0.4,2022_Ottawa-Gatineau
5752,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, adult charged per 100,000 population aged 18 years and over",1.63,2023_Ottawa-Gatineau
5764,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2013_Ottawa-Gatineau
5765,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2014_Ottawa-Gatineau
5766,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.5,2015_Ottawa-Gatineau
5767,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.09,2016_Ottawa-Gatineau
5768,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",3.23,2017_Ottawa-Gatineau
5769,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.06,2018_Ottawa-Gatineau
5770,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2019_Ottawa-Gatineau
5771,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.0,2020_Ottawa-Gatineau
5772,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2021_Ottawa-Gatineau
5773,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0,2022_Ottawa-Gatineau
5774,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.9,2023_Ottawa-Gatineau
5786,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",12.21,2013_Ottawa-Gatineau
5787,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",55.0,2014_Ottawa-Gatineau
5788,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",19.13,2015_Ottawa-Gatineau
5789,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",12.0,2016_Ottawa-Gatineau
5790,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",5.38,2017_Ottawa-Gatineau
5791,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",5.3,2018_Ottawa-Gatineau
5792,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",1.03,2019_Ottawa-Gatineau
5793,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",2.0,2020_Ottawa-Gatineau
5794,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",1.91,2021_Ottawa-Gatineau
5795,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.66,2022_Ottawa-Gatineau
5796,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Possession of, or accessing child pornography ",3455,"Rate, youth not charged per 100,000 population aged 12 to 17 years",5.43,2023_Ottawa-Gatineau
5808,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",0.0,2013_Ottawa-Gatineau
5809,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",0.0,2014_Ottawa-Gatineau
5810,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",0.23,2015_Ottawa-Gatineau
5811,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",4.81,2016_Ottawa-Gatineau
5812,2017, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",10.24,2017_Ottawa-Gatineau
5813,2018, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",5.33,2018_Ottawa-Gatineau
5814,2019, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",14.0,2019_Ottawa-Gatineau
5815,2020, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",8.14,2020_Ottawa-Gatineau
5816,2021, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",6.1,2021_Ottawa-Gatineau
5817,2022, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",4.83,2022_Ottawa-Gatineau
5818,2023, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate per 100,000 population",5.07,2023_Ottawa-Gatineau
5907,2013, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0,2013_Ottawa-Gatineau
5908,2014, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0,2014_Ottawa-Gatineau
5909,2015, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate, total persons charged per 100,000 population aged 12 years and over",0.0,2015_Ottawa-Gatineau
5910,2016, Ontario/Quebec ,Ottawa-Gatineau,24505/35505,"Making, or distribution of child pornography ",3456,"Rate, total persons charged per 100,000 population aged 12 years and over",0.43,2016_Ottawa-Gatineau
