,Year,Province,Cities,City_ID,Violation,Violation_ID,Statistics,Crime_rate
9311,2014, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",230.5
9312,2015, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",227.54
9313,2016, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",213.75
9314,2017, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",247.21
9315,2018, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",268.74
9316,2019, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",289.46
9317,2020, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",242.72
9318,2021, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",254.96
9319,2022, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",266.09
9320,2023, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate per 100,000 population",277.68
9409,2013, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",97.23
9410,2014, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",95.73
9411,2015, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",97.85
9412,2016, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",93.12
9413,2017, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",91.78
9414,2018, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",94.43
9415,2019, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",93.81
9416,2020, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",75.8
9417,2021, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",79.26
9418,2022, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",82.97
9419,2023, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, total persons charged per 100,000 population aged 12 years and over",89.63
9431,2013, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",97.02
9432,2014, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",96.07
9433,2015, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",98.88
9434,2016, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",93.91
9435,2017, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",92.68
9436,2018, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",97.86
9437,2019, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",93.55
9438,2020, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",77.24
9439,2021, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",82.73
9440,2022, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",86.11
9441,2023, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, adult charged per 100,000 population aged 18 years and over",89.83
9453,2013, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",99.62
9454,2014, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",91.68
9455,2015, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",85.81
9456,2016, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",83.94
9457,2017, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",81.23
9458,2018, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",53.82
9459,2019, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",96.84
9460,2020, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",58.81
9461,2021, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",38.45
9462,2022, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",46.12
9463,2023, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth charged per 100,000 population aged 12 to 17 years",87.2
9475,2013, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",227.07
9476,2014, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",178.93
9477,2015, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",162.74
9478,2016, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",162.18
9479,2017, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",172.25
9480,2018, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",189.06
9481,2019, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",199.05
9482,2020, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",130.69
9483,2021, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",127.75
9484,2022, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",182.04
9485,2023, Ontario part ,Ottawa-Gatineau,35505,"Assault, level 1 ",1430,"Rate, youth not charged per 100,000 population aged 12 to 17 years",189.73
10619,2013, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",1.03
10620,2014, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",1.12
10621,2015, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",2.53
10622,2016, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",1.66
10623,2017, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",0.76
10624,2018, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",2.62
10625,2019, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",1.83
10626,2020, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",1.43
10627,2021, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",6.03
10628,2022, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",20.97
10629,2023, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate per 100,000 population",21.51
10718,2013, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",1.07
10719,2014, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",1.29
10720,2015, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.93
10721,2016, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",1.12
10722,2017, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.55
10723,2018, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.97
10724,2019, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.73
10725,2020, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.82
10726,2021, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.88
10727,2022, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.67
10728,2023, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, total persons charged per 100,000 population aged 12 years and over",0.64
10740,2013, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",1.03
10741,2014, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",1.4
10742,2015, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.88
10743,2016, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",1.22
10744,2017, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.6
10745,2018, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",1.05
10746,2019, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.68
10747,2020, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.78
10748,2021, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.95
10749,2022, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.62
10750,2023, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, adult charged per 100,000 population aged 18 years and over",0.6
10762,2013, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.46
10763,2014, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
10764,2015, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.48
10765,2016, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
10766,2017, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
10767,2018, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
10768,2019, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.34
10769,2020, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.31
10770,2021, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",0.0
10771,2022, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.21
10772,2023, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.18
10784,2013, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10785,2014, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10786,2015, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10787,2016, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10788,2017, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10789,2018, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",2.76
10790,2019, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10791,2020, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10792,2021, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",0.0
10793,2022, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",3.64
10794,2023, Ontario part ,Ottawa-Gatineau,35505,Extortion ,1620,"Rate, youth not charged per 100,000 population aged 12 to 17 years",3.54
10806,2013, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",43.23
10807,2014, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",41.39
10808,2015, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",29.3
10809,2016, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",24.02
10810,2017, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",24.85
10811,2018, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",24.3
10812,2019, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",24.94
10813,2020, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",23.1
10814,2021, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",31.02
10815,2022, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",32.38
10816,2023, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate per 100,000 population",28.04
10905,2013, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",19.09
10906,2014, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",21.02
10907,2015, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",16.99
10908,2016, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",15.28
10909,2017, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",12.97
10910,2018, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",13.64
10911,2019, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",14.06
10912,2020, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",12.63
10913,2021, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",14.31
10914,2022, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",16.08
10915,2023, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, total persons charged per 100,000 population aged 12 years and over",19.86
10927,2013, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",19.87
10928,2014, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",21.56
10929,2015, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",17.55
10930,2016, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",16.22
10931,2017, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",13.72
10932,2018, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",14.45
10933,2019, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",14.34
10934,2020, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",13.6
10935,2021, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",15.43
10936,2022, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",16.83
10937,2023, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, adult charged per 100,000 population aged 18 years and over",21.04
10949,2013, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",10.25
10950,2014, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",14.79
10951,2015, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",10.36
10952,2016, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.27
10953,2017, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.2
10954,2018, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",4.14
10955,2019, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",10.76
10956,2020, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.31
10957,2021, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",1.24
10958,2022, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",7.28
10959,2023, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth charged per 100,000 population aged 12 to 17 years",5.89
10971,2013, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.32
10972,2014, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.39
10973,2015, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",11.84
10974,2016, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",8.54
10975,2017, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.2
10976,2018, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",4.14
10977,2019, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",5.38
10978,2020, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",2.61
10979,2021, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",7.44
10980,2022, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",6.07
10981,2023, Ontario part ,Ottawa-Gatineau,35505,Criminal harassment ,1625,"Rate, youth not charged per 100,000 population aged 12 to 17 years",1.18
10993,2013, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",67.83
10994,2014, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",67.28
10995,2015, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",61.94
10996,2016, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",63.86
10997,2017, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",94.35
10998,2018, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",102.51
10999,2019, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",119.6
11000,2020, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",107.17
11001,2021, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",125.1
11002,2022, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",129.59
11003,2023, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate per 100,000 population",127.32
11092,2013, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",25.26
11093,2014, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",22.79
11094,2015, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",23.27
11095,2016, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",22.58
11096,2017, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",23.52
11097,2018, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",18.59
11098,2019, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",18.36
11099,2020, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",17.36
11100,2021, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",19.67
11101,2022, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",18.36
11102,2023, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, total persons charged per 100,000 population aged 12 years and over",18.11
11114,2013, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",23.61
11115,2014, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",22.71
11116,2015, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",23.49
11117,2016, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",22.56
11118,2017, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",23.98
11119,2018, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",18.87
11120,2019, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",17.75
11121,2020, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",18.06
11122,2021, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",20.39
11123,2022, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",19.41
11124,2023, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, adult charged per 100,000 population aged 18 years and over",18.74
11136,2013, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",43.95
11137,2014, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",23.66
11138,2015, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",20.71
11139,2016, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",22.76
11140,2017, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",18.21
11141,2018, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",15.18
11142,2019, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",25.55
11143,2020, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",9.15
11144,2021, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",11.16
11145,2022, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",6.07
11146,2023, Ontario part ,Ottawa-Gatineau,35505,Uttering threats ,1627,"Rate, youth charged per 100,000 population aged 12 to 17 years",10.61
